tick,r1
1,3.69669444e-05
2,5.10158333e-05
3,0.000268876389
4,0.000258630833
5,0.0001824375
6,0.000111803056
7,5.83363889e-05
8,4.14072222e-05
9,4.65547222e-05
10,3.98775e-05
11,4.55508333e-05
12,5.32941667e-05
13,5.18319444e-05
14,4.42430556e-05
15,3.73230556e-05
16,3.78022222e-05
17,4.03969444e-05
18,4.38936111e-05
19,4.54480556e-05
20,4.54980556e-05
