tick,r1
1,3.77047222e-05
2,4.06572222e-05
3,0.000175248056
4,0.000217016944
5,0.000130848056
6,8.46402778e-05
7,5.44613889e-05
8,3.94094444e-05
9,4.34019444e-05
10,4.13797222e-05
11,4.20197222e-05
12,3.77391667e-05
13,3.90119444e-05
14,4.24297222e-05
15,5.43786111e-05
16,5.89975e-05
17,5.80563889e-05
18,5.99841667e-05
19,6.03930556e-05
20,5.85675e-05
