tick,r1
1,4.09102778e-05
2,5.59409259e-05
3,0.000235546389
4,0.000131803056
5,5.89941667e-05
6,4.43553704e-05
7,5.43202778e-05
8,5.54691667e-05
9,5.70936111e-05
10,5.82780556e-05
11,5.73002778e-05
12,5.73625e-05
13,5.61102778e-05
14,5.19047222e-05
15,4.70080556e-05
16,4.06469444e-05
17,3.69947222e-05
18,3.73790741e-05
19,3.82497222e-05
20,3.78063889e-05
