tick,seq,t_ms,u1,u2,u3,u4,u5,u6,u7,u8,y1,y2,y3,y4,y5,y6,y7,y8
218,218,715.0422,23.9775039,0,0,30,0,0,0,0,4.4906923e-05,-4.37208519e-06,0,0,0,0,0,0
219,219,715.0745,23.9780901,0,0,30,0,0,0,0,4.48881474e-05,-4.3711666e-06,0,0,0,0,0,0
220,220,715.1066,23.9784121,0,0,30,0,0,0,0,4.48778119e-05,-4.3702571e-06,0,0,0,0,0,0
221,221,715.1372,23.9786345,0,0,30,0,0,0,0,4.48700521e-05,-4.3695436e-06,0,0,0,0,0,0
222,222,715.1676,23.9787509,0,0,30,0,0,0,0,4.4865581e-05,-4.36900928e-06,0,0,0,0,0,0
223,223,715.198,23.9788792,0,0,30,0,0,0,0,4.48604078e-05,-4.36864639e-06,0,0,0,0,0,0
224,224,715.2285,23.9789891,0,0,30,0,0,0,0,4.48561186e-05,-4.36836353e-06,0,0,0,0,0,0
225,225,715.2589,23.9790892,0,0,30,0,0,0,0,4.48522151e-05,-4.36813662e-06,0,0,0,0,0,0
226,226,715.2895,23.9791564,0,0,30,0,0,0,0,4.48497267e-05,-4.36794426e-06,0,0,0,0,0,0
227,227,715.3203,23.9792055,0,0,30,0,0,0,0,4.48478604e-05,-4.3677951e-06,0,0,0,0,0,0
228,228,715.351,23.9792402,0,0,30,0,0,0,0,4.48465544e-05,-4.36768096e-06,0,0,0,0,0,0
229,229,715.3829,23.9792702,0,0,30,0,0,0,0,4.48453284e-05,-4.36759638e-06,0,0,0,0,0,0
230,230,715.4132,23.9792947,0,0,30,0,0,0,0,4.48443243e-05,-4.36752998e-06,0,0,0,0,0,0
231,231,715.4436,23.9793146,0,0,30,0,0,0,0,4.48434876e-05,-4.3674786e-06,0,0,0,0,0,0
232,232,715.473,23.9793294,0,0,30,0,0,0,0,4.48428946e-05,-4.36743676e-06,0,0,0,0,0,0
233,233,715.5022,23.9793404,0,0,30,0,0,0,0,4.48424435e-05,-4.36740356e-06,0,0,0,0,0,0
234,234,715.5322,23.9793488,0,0,30,0,0,0,0,4.48421015e-05,-4.36737901e-06,0,0,0,0,0,0
235,235,715.5613,23.9793556,0,0,30,0,0,0,0,4.48418141e-05,-4.36735945e-06,0,0,0,0,0,0
236,236,715.5902,23.979361,0,0,30,0,0,0,0,4.48415776e-05,-4.36734535e-06,0,0,0,0,0,0
237,237,715.6189,23.9793653,0,0,30,0,0,0,0,4.48413921e-05,-4.36733353e-06,0,0,0,0,0,0
238,238,715.6477,23.9793685,0,0,30,0,0,0,0,4.48412502e-05,-4.36732489e-06,0,0,0,0,0,0
239,239,715.6763,23.979371,0,0,30,0,0,0,0,4.48411447e-05,-4.36731716e-06,0,0,0,0,0,0
240,240,715.7046,23.9793729,0,0,30,0,0,0,0,4.48410574e-05,-4.36731216e-06,0,0,0,0,0,0
241,241,715.7329,23.9793744,0,0,30,0,0,0,0,4.48409919e-05,-4.36730807e-06,0,0,0,0,0,0
242,242,715.7614,23.9793756,0,0,30,0,0,0,0,4.48409373e-05,-4.36730443e-06,0,0,0,0,0,0
243,243,715.7896,23.9793765,0,0,30,0,0,0,0,4.48408937e-05,-4.36730124e-06,0,0,0,0,0,0
244,244,715.8176,23.9793772,0,0,30,0,0,0,0,4.48408609e-05,-4.36729943e-06,0,0,0,0,0,0
245,245,715.8452,23.9793778,0,0,30,0,0,0,0,4.48408391e-05,-4.36729715e-06,0,0,0,0,0,0
246,246,715.8732,23.9793782,0,0,30,0,0,0,0,4.48408136e-05,-4.36729579e-06,0,0,0,0,0,0
247,247,715.9013,23.9793785,0,0,30,0,0,0,0,4.48408027e-05,-4.36729533e-06,0,0,0,0,0,0
248,248,715.9295,23.9793788,0,0,30,0,0,0,0,4.48407882e-05,-4.36729488e-06,0,0,0,0,0,0
249,249,715.9573,23.979379,0,0,30,0,0,0,0,4.48407773e-05,-4.36729351e-06,0,0,0,0,0,0
250,250,715.9847,23.9793792,0,0,30,0,0,0,0,4.484077e-05,-4.3672926e-06,0,0,0,0,0,0
251,251,716.0116,23.9793793,0,0,30,0,0,0,0,4.48407663e-05,-4.36729215e-06,0,0,0,0,0,0
252,252,716.0385,23.9793794,0,0,30,0,0,0,0,4.48407591e-05,-4.36729169e-06,0,0,0,0,0,0
253,253,716.0652,23.9793795,0,0,30,0,0,0,0,4.48407554e-05,-4.36729169e-06,0,0,0,0,0,0
254,254,716.0921,23.9793795,0,0,30,0,0,0,0,4.48407518e-05,-4.36729169e-06,0,0,0,0,0,0
255,255,716.1189,23.9793796,0,0,30,0,0,0,0,4.48407482e-05,-4.36729169e-06,0,0,0,0,0,0
256,256,716.1455,23.9793796,0,0,30,0,0,0,0,4.48407482e-05,-4.36729169e-06,0,0,0,0,0,0
257,257,716.1725,23.9793797,0,0,30,0,0,0,0,4.48407482e-05,-4.36729169e-06,0,0,0,0,0,0
258,258,716.1996,23.9793797,0,0,30,0,0,0,0,4.48407445e-05,-4.36729169e-06,0,0,0,0,0,0
259,259,716.2266,23.9793797,0,0,30,0,0,0,0,4.48407445e-05,-4.36729169e-06,0,0,0,0,0,0
260,260,716.2536,23.9793797,0,0,30,0,0,0,0,4.48407445e-05,-4.36729169e-06,0,0,0,0,0,0
261,261,716.2804,23.9793798,0,0,30,0,0,0,0,4.48407445e-05,-4.36729169e-06,0,0,0,0,0,0
262,262,716.3073,23.9793798,0,0,30,0,0,0,0,4.48407445e-05,-4.36729169e-06,0,0,0,0,0,0
263,263,716.3341,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
264,264,716.3608,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
265,265,716.3874,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
266,266,716.4141,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
267,267,716.4408,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
268,268,716.4677,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
269,269,716.4947,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
270,270,716.5226,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
271,271,716.5501,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
272,272,716.5771,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
273,273,716.6039,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
274,274,716.6305,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
275,275,716.6573,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
276,276,716.6841,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
277,277,716.7108,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
278,278,716.7377,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
279,279,716.7639,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
280,280,716.7909,23.9793798,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
281,281,716.8312,23.9791002,0,0,30,0,0,0,0,4.48407409e-05,-4.36729169e-06,0,0,0,0,0,0
282,282,716.8701,23.9787782,0,0,30,0,0,0,0,4.48406281e-05,-4.3674986e-06,0,0,0,0,0,0
283,283,716.919,23.9784185,0,0,30,0,0,0,0,4.48404862e-05,-4.3678474e-06,0,0,0,0,0,0
284,284,717.0284,23.9779686,0,0,30,0,0,0,0,4.48398059e-05,-4.36829896e-06,0,0,0,0,0,0
285,285,717.0709,23.9771623,0,0,30,0,0,0,0,4.48391474e-05,-4.36887058e-06,0,0,0,0,0,0
286,286,717.1129,23.9753256,0,0,30,0,0,0,0,4.48383762e-05,-4.3697687e-06,0,0,0,0,0,0
287,287,717.1528,23.9735882,0,0,30,0,0,0,0,4.48372521e-05,-4.37160224e-06,0,0,0,0,0,0
288,288,717.1923,23.9729884,0,0,30,0,0,0,0,4.48355531e-05,-4.37386097e-06,0,0,0,0,0,0
289,289,717.2333,23.968695,0,0,30,0,0,0,0,4.48326246e-05,-4.37549897e-06,0,0,0,0,0,0
290,290,717.2757,23.960059,0,0,30,0,0,0,0,4.48290957e-05,-4.37952303e-06,0,0,0,0,0,0
291,291,717.3208,23.9436141,0,0,30,0,0,0,0,4.48263563e-05,-4.38804773e-06,0,0,0,0,0,0
292,292,717.3608,23.9310749,0,0,30,0,0,0,0,4.48136416e-05,-4.40474059e-06,0,0,0,0,0,0
293,293,717.4001,23.9212343,0,0,30,0,0,0,0,4.47953753e-05,-4.42289684e-06,0,0,0,0,0,0
294,294,717.4393,23.9079252,0,0,30,0,0,0,0,4.47662896e-05,-4.43974113e-06,0,0,0,0,0,0
295,295,717.4787,23.8342321,0,0,30,0,0,0,0,4.47509592e-05,-4.45840033e-06,0,0,0,0,0,0
296,296,717.5182,23.667683,0,0,30,0,0,0,0,4.4720513e-05,-4.52265567e-06,0,0,0,0,0,0
297,297,717.5577,23.3723226,0,0,30,0,0,0,0,4.46471677e-05,-4.68007738e-06,0,0,0,0,0,0
298,298,717.5961,23.0084579,0,0,30,0,0,0,0,4.44032667e-05,-4.98237296e-06,0,0,0,0,0,0
299,299,717.6331,22.431221,0,0,28.6368703,0,0,0,0,4.39805626e-05,-5.41220879e-06,0,0,0,0,0,0
300,300,717.6698,21.3641213,0,0,26.2127906,0,0,0,0,4.32957931e-05,-6.06653248e-06,0,0,0,0,0,0
301,301,717.7631,21.4076341,0,0,26.2687675,0,0,0,0,4.24159407e-05,-7.20191701e-06,0,0,0,0,0,0
302,302,717.7984,21.413863,0,0,26.2287113,0,0,0,0,4.17108786e-05,-7.77314835e-06,0,0,0,0,0,0
303,303,717.8335,21.3330728,0,0,26.0071728,0,0,0,0,4.03494778e-05,-8.06162279e-06,0,0,0,0,0,0
304,304,717.87,21.3221762,0,0,25.9902248,0,0,0,0,4.13680245e-05,-8.26696305e-06,0,0,0,0,0,0
305,305,717.9092,21.3206545,0,0,25.9951472,0,0,0,0,4.21442164e-05,-8.3802006e-06,0,0,0,0,0,0
306,306,717.9557,21.3314277,0,0,26.0219877,0,0,0,0,4.27633131e-05,-8.43878843e-06,0,0,0,0,0,0
307,307,717.9895,21.3275581,0,0,26.0066942,0,0,0,0,4.27758096e-05,-8.46031435e-06,0,0,0,0,0,0
308,308,718.026,21.3216665,0,0,25.9876976,0,0,0,0,4.28001185e-05,-8.47363572e-06,0,0,0,0,0,0
309,309,718.0593,21.3150189,0,0,25.9694235,0,0,0,0,4.2848962e-05,-8.48466698e-06,0,0,0,0,0,0
310,310,718.0938,21.3123204,0,0,25.9624763,0,0,0,0,4.299383e-05,-8.49525986e-06,0,0,0,0,0,0
311,311,718.1267,21.3108355,0,0,25.9584585,0,0,0,0,4.30982582e-05,-8.50277866e-06,0,0,0,0,0,0
312,312,718.1589,21.3098834,0,0,25.9554111,0,0,0,0,4.31660046e-05,-8.50776723e-06,0,0,0,0,0,0
313,313,718.1921,21.3085533,0,0,25.9513351,0,0,0,0,4.31949265e-05,-8.51103778e-06,0,0,0,0,0,0
314,314,718.2248,21.3073435,0,0,25.947769,0,0,0,0,4.32218403e-05,-8.51369896e-06,0,0,0,0,0,0
315,315,718.2572,21.3063705,0,0,25.9450078,0,0,0,0,4.32480447e-05,-8.51597088e-06,0,0,0,0,0,0
316,316,718.2892,21.3057253,0,0,25.9431767,0,0,0,0,4.32742818e-05,-8.51787263e-06,0,0,0,0,0,0
317,317,718.3228,21.3052469,0,0,25.9417909,0,0,0,0,4.32933812e-05,-8.51933873e-06,0,0,0,0,0,0
318,318,718.3556,21.3048629,0,0,25.9406575,0,0,0,0,4.33068526e-05,-8.52045287e-06,0,0,0,0,0,0
319,319,718.3908,21.3045308,0,0,25.939682,0,0,0,0,4.33161804e-05,-8.52131325e-06,0,0,0,0,0,0
320,320,718.4222,21.3042611,0,0,25.9388974,0,0,0,0,4.33240639e-05,-8.52200446e-06,0,0,0,0,0,0
321,321,718.4543,21.3040499,0,0,25.9382872,0,0,0,0,4.33307432e-05,-8.5225638e-06,0,0,0,0,0,0
322,322,718.4877,21.3038886,0,0,25.9378202,0,0,0,0,4.33362984e-05,-8.52300946e-06,0,0,0,0,0,0
323,323,718.5219,21.3037621,0,0,25.937452,0,0,0,0,4.33405003e-05,-8.52336052e-06,0,0,0,0,0,0
324,324,718.5554,21.3036609,0,0,25.9371567,0,0,0,0,4.33436799e-05,-8.52363519e-06,0,0,0,0,0,0
325,325,718.5888,21.3035794,0,0,25.9369193,0,0,0,0,4.33461137e-05,-8.52385256e-06,0,0,0,0,0,0
326,326,718.6204,21.3035146,0,0,25.9367309,0,0,0,0,4.33480927e-05,-8.52402627e-06,0,0,0,0,0,0
327,327,718.6535,21.3034635,0,0,25.9365826,0,0,0,0,4.33496898e-05,-8.52416451e-06,0,0,0,0,0,0
328,328,718.6866,21.3034233,0,0,25.9364657,0,0,0,0,4.33509631e-05,-8.52427365e-06,0,0,0,0,0,0
329,329,718.7198,21.3033914,0,0,25.9363731,0,0,0,0,4.3351949e-05,-8.52436006e-06,0,0,0,0,0,0
330,330,718.7532,21.3033661,0,0,25.9362995,0,0,0,0,4.3352713e-05,-8.52442918e-06,0,0,0,0,0,0
331,331,718.7866,21.303346,0,0,25.936241,0,0,0,0,4.33533169e-05,-8.52448284e-06,0,0,0,0,0,0
332,332,718.821,21.3033301,0,0,25.9361947,0,0,0,0,4.33537971e-05,-8.52452558e-06,0,0,0,0,0,0
333,333,718.8509,21.3033175,0,0,25.9361579,0,0,0,0,4.33541791e-05,-8.52456014e-06,0,0,0,0,0,0
334,334,718.8807,21.3033075,0,0,25.9361289,0,0,0,0,4.3354481e-05,-8.52458652e-06,0,0,0,0,0,0
335,335,718.9349,21.3032996,0,0,25.936106,0,0,0,0,4.33547175e-05,-8.52460835e-06,0,0,0,0,0,0
336,336,718.9467,21.3032933,0,0,25.9360877,0,0,0,0,4.3354903e-05,-8.52462563e-06,0,0,0,0,0,0
337,337,718.9769,21.3032883,0,0,25.9360732,0,0,0,0,4.33550449e-05,-8.52463836e-06,0,0,0,0,0,0
338,338,719.0142,21.3032844,0,0,25.9360618,0,0,0,0,4.3355165e-05,-8.52464927e-06,0,0,0,0,0,0
339,339,719.0452,21.3032813,0,0,25.9360527,0,0,0,0,4.33552559e-05,-8.52465837e-06,0,0,0,0,0,0
340,340,719.0776,21.3032788,0,0,25.9360455,0,0,0,0,4.33553287e-05,-8.52466383e-06,0,0,0,0,0,0
341,341,719.1095,21.3032769,0,0,25.9360398,0,0,0,0,4.33553832e-05,-8.52467019e-06,0,0,0,0,0,0
342,342,719.1414,21.3032753,0,0,25.9360353,0,0,0,0,4.33554305e-05,-8.52467474e-06,0,0,0,0,0,0
343,343,719.1732,21.3032741,0,0,25.9360318,0,0,0,0,4.33554633e-05,-8.52467656e-06,0,0,0,0,0,0
344,344,719.2049,21.3032731,0,0,25.9360289,0,0,0,0,4.33554924e-05,-8.52467929e-06,0,0,0,0,0,0
345,345,719.2344,21.3032723,0,0,25.9360267,0,0,0,0,4.33555178e-05,-8.52468202e-06,0,0,0,0,0,0
346,346,719.2631,21.3032717,0,0,25.9360249,0,0,0,0,4.33555324e-05,-8.52468384e-06,0,0,0,0,0,0
347,347,719.2922,21.3032713,0,0,25.9360235,0,0,0,0,4.33555469e-05,-8.52468384e-06,0,0,0,0,0,0
348,348,719.3208,21.3032709,0,0,25.9360224,0,0,0,0,4.33555579e-05,-8.52468565e-06,0,0,0,0,0,0
349,349,719.3503,21.3032706,0,0,25.9360215,0,0,0,0,4.33555688e-05,-8.52468656e-06,0,0,0,0,0,0
350,350,719.3819,21.3032703,0,0,25.9360208,0,0,0,0,4.33555724e-05,-8.52468747e-06,0,0,0,0,0,0
351,351,719.4105,21.3032701,0,0,25.9360203,0,0,0,0,4.33555797e-05,-8.52468747e-06,0,0,0,0,0,0
352,352,719.4415,21.30327,0,0,25.9360198,0,0,0,0,4.33555833e-05,-8.52468747e-06,0,0,0,0,0,0
353,353,719.4723,21.3032699,0,0,25.9360195,0,0,0,0,4.3355587e-05,-8.52468747e-06,0,0,0,0,0,0
354,354,719.5043,21.3032698,0,0,25.9360192,0,0,0,0,4.33555906e-05,-8.52468838e-06,0,0,0,0,0,0
355,355,719.5325,21.3032697,0,0,25.936019,0,0,0,0,4.33555906e-05,-8.52468838e-06,0,0,0,0,0,0
356,356,719.5617,21.3032696,0,0,25.9360188,0,0,0,0,4.33555942e-05,-8.52468838e-06,0,0,0,0,0,0
357,357,719.5902,21.3032696,0,0,25.9360186,0,0,0,0,4.33555942e-05,-8.52468838e-06,0,0,0,0,0,0
358,358,719.6189,21.3032695,0,0,25.9360186,0,0,0,0,4.33555942e-05,-8.52468838e-06,0,0,0,0,0,0
359,359,719.6495,21.3032695,0,0,25.9360185,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
360,360,719.6819,21.3032695,0,0,25.9360184,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
361,361,719.7123,21.3032695,0,0,25.9360183,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
362,362,719.7409,21.3032695,0,0,25.9360183,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
363,363,719.7689,21.3032694,0,0,25.9360183,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
364,364,719.7965,21.3032694,0,0,25.9360182,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
365,365,719.8243,21.3032694,0,0,25.9360182,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
366,366,719.8519,21.3032694,0,0,25.9360182,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
367,367,719.8796,21.3032694,0,0,25.9360182,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
368,368,719.9073,21.3032694,0,0,25.9360182,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
369,369,719.9366,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
370,370,719.9642,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
371,371,719.9921,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
372,372,720.0198,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
373,373,720.0476,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
374,374,720.076,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
375,375,720.104,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
376,376,720.1318,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
377,377,720.1596,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
378,378,720.1872,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
379,379,720.216,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
380,380,720.2469,21.3032694,0,0,25.9360181,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
381,381,720.2913,21.3126704,0,0,25.952235,0,0,0,0,4.33555979e-05,-8.52468838e-06,0,0,0,0,0,0
382,382,720.3331,21.3245458,0,0,25.9730951,0,0,0,0,4.33593741e-05,-8.51774348e-06,0,0,0,0,0,0
383,383,720.3748,21.3412739,0,0,26.0050527,0,0,0,0,4.33645582e-05,-8.50522611e-06,0,0,0,0,0,0
384,384,720.4161,21.3647127,0,0,26.0511597,0,0,0,0,4.33892856e-05,-8.48619675e-06,0,0,0,0,0,0
385,385,720.4575,21.3935827,0,0,26.1065344,0,0,0,0,4.34171307e-05,-8.45878185e-06,0,0,0,0,0,0
386,386,720.4988,21.4192707,0,0,26.1462591,0,0,0,0,4.34520844e-05,-8.4229232e-06,0,0,0,0,0,0
387,387,720.5402,21.4479318,0,0,26.1876099,0,0,0,0,4.34884132e-05,-8.3849809e-06,0,0,0,0,0,0
388,388,720.5812,21.4893569,0,0,26.2572552,0,0,0,0,4.35290494e-05,-8.34384264e-06,0,0,0,0,0,0
389,389,720.6246,21.593277,0,0,26.4887173,0,0,0,0,4.35604452e-05,-8.29160035e-06,0,0,0,0,0,0
390,390,720.6677,21.7279877,0,0,26.7835228,0,0,0,0,4.36186347e-05,-8.18724857e-06,0,0,0,0,0,0
391,391,720.7107,21.8736901,0,0,27.0778698,0,0,0,0,4.37108138e-05,-8.03219154e-06,0,0,0,0,0,0
392,392,720.7539,21.8146842,0,0,26.7803021,0,0,0,0,4.39200121e-05,-7.84229996e-06,0,0,0,0,0,0
393,393,720.7968,21.7975579,0,0,26.6038397,0,0,0,0,4.40684998e-05,-7.7855866e-06,0,0,0,0,0,0
394,394,720.84,21.8794069,0,0,26.7185479,0,0,0,0,4.4199347e-05,-7.77029163e-06,0,0,0,0,0,0
395,395,720.8831,23.1574116,0,0,30,0,0,0,0,4.39270334e-05,-7.70281713e-06,0,0,0,0,0,0
396,396,720.9263,24.1825993,0,0,30,0,0,0,0,4.4284734e-05,-6.72269289e-06,0,0,0,0,0,0
397,397,720.9693,25.345708,0,0,30,0,0,0,0,4.48201172e-05,-5.43772148e-06,0,0,0,0,0,0
398,398,721.0127,21.1503114,0,0,22.9329682,0,0,0,0,4.77212707e-05,-3.89697379e-06,0,0,0,0,0,0
399,399,721.0535,21.115815,0,0,22.9240157,0,0,0,0,4.73838409e-05,-6.18308013e-06,0,0,0,0,0,0
400,400,721.0938,20.3907027,0,0,21.4902915,0,0,0,0,4.83657313e-05,-7.46251908e-06,0,0,0,0,0,0
401,401,721.1957,20.1508132,0,0,20.7886407,0,0,0,0,3.83888e-05,-8.66688697e-06,0,0,0,0,0,0
402,402,721.2337,20.1638163,0,0,20.8104701,0,0,0,0,3.89522284e-05,-9.47409444e-06,0,0,0,0,0,0
403,403,721.2727,20.0834582,0,0,20.6226415,0,0,0,0,3.81654645e-05,-9.88159991e-06,0,0,0,0,0,0
404,404,721.3081,20.1253836,0,0,20.7426854,0,0,0,0,4.12440277e-05,-1.01473897e-05,0,0,0,0,0,0
405,405,721.3432,20.1181612,0,0,20.720103,0,0,0,0,4.17772426e-05,-1.02520662e-05,0,0,0,0,0,0
406,406,721.3781,20.1216353,0,0,20.7199421,0,0,0,0,4.22458143e-05,-1.03090797e-05,0,0,0,0,0,0
407,407,721.4216,20.1040072,0,0,20.6686259,0,0,0,0,4.18242707e-05,-1.0334983e-05,0,0,0,0,0,0
408,408,721.4547,20.0969979,0,0,20.648967,0,0,0,0,4.19318058e-05,-1.03608081e-05,0,0,0,0,0,0
409,409,721.4895,20.0905481,0,0,20.6322114,0,0,0,0,4.20448087e-05,-1.03793527e-05,0,0,0,0,0,0
410,410,721.5269,20.0890352,0,0,20.6277417,0,0,0,0,4.23070705e-05,-1.03936964e-05,0,0,0,0,0,0
411,411,721.5616,20.086426,0,0,20.6198617,0,0,0,0,4.24047794e-05,-1.04022402e-05,0,0,0,0,0,0
412,412,721.594,20.0842858,0,0,20.6132217,0,0,0,0,4.24667924e-05,-1.0408542e-05,0,0,0,0,0,0
413,413,721.6265,20.0819271,0,0,20.6063875,0,0,0,0,4.24762438e-05,-1.04133705e-05,0,0,0,0,0,0
414,414,721.6587,20.0803408,0,0,20.6018574,0,0,0,0,4.2511947e-05,-1.04176115e-05,0,0,0,0,0,0
415,415,721.6912,20.0791378,0,0,20.5984417,0,0,0,0,4.25455983e-05,-1.04209903e-05,0,0,0,0,0,0
416,416,721.7248,20.0783016,0,0,20.5959999,0,0,0,0,4.2581516e-05,-1.04236342e-05,0,0,0,0,0,0
417,417,721.7568,20.077578,0,0,20.5938733,0,0,0,0,4.26023762e-05,-1.04256242e-05,0,0,0,0,0,0
418,418,721.7888,20.0769858,0,0,20.5921347,0,0,0,0,4.26171136e-05,-1.04271903e-05,0,0,0,0,0,0
419,419,721.8207,20.0764961,0,0,20.5907138,0,0,0,0,4.26265069e-05,-1.04284391e-05,0,0,0,0,0,0
420,420,721.8526,20.0761215,0,0,20.5896299,0,0,0,0,4.26359875e-05,-1.04294495e-05,0,0,0,0,0,0
421,421,721.8854,20.0758297,0,0,20.5887847,0,0,0,0,4.26440274e-05,-1.04302508e-05,0,0,0,0,0,0
422,422,721.9196,20.0756019,0,0,20.5881212,0,0,0,0,4.26509396e-05,-1.0430882e-05,0,0,0,0,0,0
423,423,721.9533,20.0754184,0,0,20.587586,0,0,0,0,4.26558327e-05,-1.04313785e-05,0,0,0,0,0,0
424,424,721.9844,20.0752716,0,0,20.5871586,0,0,0,0,4.26595361e-05,-1.04317714e-05,0,0,0,0,0,0
425,425,722.0154,20.0751548,0,0,20.5868192,0,0,0,0,4.26623228e-05,-1.04320843e-05,0,0,0,0,0,0
426,426,722.0463,20.0750629,0,0,20.5865523,0,0,0,0,4.26646911e-05,-1.04323326e-05,0,0,0,0,0,0
427,427,722.0772,20.0749904,0,0,20.5863416,0,0,0,0,4.26666156e-05,-1.04325291e-05,0,0,0,0,0,0
428,428,722.1083,20.074933,0,0,20.5861746,0,0,0,0,4.26681727e-05,-1.04326846e-05,0,0,0,0,0,0
429,429,722.142,20.0748874,0,0,20.5860418,0,0,0,0,4.2669355e-05,-1.04328092e-05,0,0,0,0,0,0
430,430,722.1754,20.0748511,0,0,20.5859364,0,0,0,0,4.26702754e-05,-1.04329056e-05,0,0,0,0,0,0
431,431,722.2194,20.0757283,0,0,20.5874771,0,0,0,0,4.26709921e-05,-1.04329829e-05,0,0,0,0,0,0
432,432,722.2617,20.0772034,0,0,20.5901219,0,0,0,0,4.26719416e-05,-1.04323763e-05,0,0,0,0,0,0
433,433,722.3012,20.0795617,0,0,20.5943989,0,0,0,0,4.26730512e-05,-1.04309565e-05,0,0,0,0,0,0
434,434,722.3407,20.0823568,0,0,20.5995988,0,0,0,0,4.26761217e-05,-1.04284572e-05,0,0,0,0,0,0
435,435,722.3774,20.0856693,0,0,20.6058113,0,0,0,0,4.26800107e-05,-1.04250603e-05,0,0,0,0,0,0
436,436,722.4159,20.089508,0,0,20.6128746,0,0,0,0,4.26851002e-05,-1.04208157e-05,0,0,0,0,0,0
437,437,722.4547,20.0941359,0,0,20.6212464,0,0,0,0,4.2689906e-05,-1.04157361e-05,0,0,0,0,0,0
438,438,722.4916,20.1000189,0,0,20.632096,0,0,0,0,4.26949991e-05,-1.0409638e-05,0,0,0,0,0,0
439,439,722.5284,20.1085775,0,0,20.6492166,0,0,0,0,4.27005216e-05,-1.04020737e-05,0,0,0,0,0,0
440,440,722.5652,20.1203568,0,0,20.6739249,0,0,0,0,4.27079467e-05,-1.03917582e-05,0,0,0,0,0,0
